primary_key,event_time,less_than_1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,bedrooms_per_household,encoded_locality
Twin Peaks,2024-01-27 08:14:27.928568064,0,0,0,1,0,328333.3333333333,30-39,340,1.017754980926971,713.0
Twinview,2024-01-27 08:14:27.928568064,0,1,0,0,0,94200.0,10-19,843,1.0510083036773428,815.0
University,2024-01-27 08:14:27.928568064,0,1,0,0,0,140440.0,20-29,1286,1.053911406262778,551.0
University City,2024-01-27 08:14:27.928568064,0,0,0,0,1,246466.66666666666,10-19,675,1.0535896182233286,671.0
University Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,256216.83333333334,30-39,584,1.0488515938207112,693.5
University Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,309480.0,10-19,435,1.02164961809306,507.0
University Park Estates,2024-01-27 08:14:27.928568064,0,0,0,0,1,367300.0,10-19,1712,1.078855140186916,275.0
University Research Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,0-9,714,1.0742296918767507,507.0
University Town Center,2024-01-27 08:14:27.928568064,1,0,0,0,0,218950.0,0-9,316,1.1022106548422337,507.0
Upper B Street,2024-01-27 08:14:27.928568064,0,0,0,1,0,218100.0,30-39,431,0.988399071925754,9.0
Upper Bal,2024-01-27 08:14:27.928568064,0,0,0,1,0,184450.0,40-49,308,1.0417362449154357,4.0
Upper Dimond,2024-01-27 08:14:27.928568064,0,0,0,1,0,210710.0,40-49,437,1.0571339370444643,1.0
Upper East,2024-01-27 08:14:27.928568064,1,0,0,0,0,330933.3333333333,30-39,409,1.0798509445400728,772.0
Upper Rockridge,2024-01-27 08:14:27.928568064,0,0,0,1,0,377557.28571428574,40-49,357,1.0303714100286956,1.0
Upper Telegraph,2024-01-27 08:14:27.928568064,0,0,0,1,0,179306.25,40-49,410,1.0680293386122903,0.375
Upper Westside,2024-01-27 08:14:27.928568064,0,0,0,0,1,155950.0,40-49,282,1.0175285990599918,275.0
Valencia,2024-01-27 08:14:27.928568064,0,1,0,0,0,196150.0,0-9,1137,1.0120792992162286,220.0
Valencia Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,105140.0,20-29,406,1.0368478105228842,671.0
Valhalla,2024-01-27 08:14:27.928568064,0,1,0,0,0,115900.0,30-39,371,0.9952027027027027,595.0
Vallemar,2024-01-27 08:14:27.928568064,0,0,0,0,1,279300.0,30-39,834,1.0035971223021583,750.0
Valley Adams,2024-01-27 08:14:27.928568064,1,0,0,0,0,159100.0,30-39,329,1.0261910481223477,492.0
Valley College,2024-01-27 08:14:27.928568064,0,1,0,0,0,73500.0,30-39,224,1.0727783214502074,629.0
Valley Hi / North Laguna,2024-01-27 08:14:27.928568064,0,1,0,0,0,100450.0,10-19,685,1.0061984529359376,595.0
Valley Oak,2024-01-27 08:14:27.928568064,0,1,0,0,0,108511.76470588235,10-19,461,1.0441828872912016,715.0
Valley View,2024-01-27 08:14:27.928568064,0,1,0,0,0,78133.33333333333,30-39,167,1.1360462952625507,629.0
Valley View - Reed,2024-01-27 08:14:27.928568064,1,0,0,0,0,240900.0,20-29,221,1.158371040723982,785.0
Valmonte,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,384,1.000905852417303,350.0
Van Nuys,2024-01-27 08:14:27.928568064,1,0,0,0,0,233818.3908045977,20-29,617,1.049386510587166,254.0
Venice,2024-01-27 08:14:27.928568064,1,0,0,0,0,362555.175,30-39,430,1.080914040543972,254.0
Ventura,2024-01-27 08:14:27.928568064,0,0,0,1,0,314100.0,30-39,995,1.050251256281407,763.0
Verdemont,2024-01-27 08:14:27.928568064,0,1,0,0,0,133200.0,0-9,1519,1.0566161948650428,629.0
Verdugo Viejo,2024-01-27 08:14:27.928568064,1,0,0,0,0,248120.0,10-19,839,1.0623600308914722,260.0
Verdugo Woodlands,2024-01-27 08:14:27.928568064,1,0,0,0,0,404828.5714285714,30-39,493,0.8868204156493908,260.0
Via Marina,2024-01-27 08:14:27.928568064,0,0,0,0,1,236200.0,10-19,834,1.010077502049333,963.0
Victoria,2024-01-27 08:14:27.928568064,0,1,0,0,0,187200.0,20-29,350,1.0310278456989055,551.0
View Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,337271.4285714286,40-49,425,1.0084866994880934,266.0
Villa Capri,2024-01-27 08:14:27.928568064,0,0,0,0,1,196600.0,20-29,614,1.0488599348534202,963.0
Village Homes,2024-01-27 08:14:27.928568064,0,1,0,0,0,204300.0,10-19,2138,1.0224508886810102,974.0
Vinci South,2024-01-27 08:14:27.928568064,1,0,0,0,0,256066.66666666666,10-19,411,1.0651704272126385,785.0
Vineyard,2024-01-27 08:14:27.928568064,1,0,0,0,0,176253.84615384616,20-29,676,1.0543669903154145,423.61538461538464
Vineyards - Avalon,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,0-9,591,0.9763113367174281,12.0
Vinton,2024-01-27 08:14:27.928568064,0,1,0,0,0,82500.0,10-19,140,1.0785714285714285,545.0
Visitacion Valley,2024-01-27 08:14:27.928568064,0,0,0,1,0,221400.0,40-49,498,1.0565433147064718,713.0
W & K Colony,2024-01-27 08:14:27.928568064,0,1,0,0,0,145900.0,0-9,2140,1.0663551401869158,595.0
Walnut,2024-01-27 08:14:27.928568064,1,0,0,0,0,248000.0,10-19,540,1.021764826114609,507.0
Walnut Grove Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,141800.0,10-19,361,0.8670360110803325,602.0
Walnut Knolls,2024-01-27 08:14:27.928568064,0,0,0,1,0,349100.0,30-39,346,0.930635838150289,71.0
Walnut Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,200490.9090909091,30-39,372,1.003416057661457,290.40909090909093
Walteria,2024-01-27 08:14:27.928568064,1,0,0,0,0,405850.5,20-29,680,1.0327740820452618,272.0
Warm Springs,2024-01-27 08:14:27.928568064,1,0,0,0,0,264933.3333333333,10-19,950,1.0490797482846717,12.0
Warner Bros. Studios,2024-01-27 08:14:27.928568064,1,0,0,0,0,473700.0,20-29,520,1.0918500083654008,255.0
Warner Center,2024-01-27 08:14:27.928568064,1,0,0,0,0,296000.0,30-39,329,1.0911854103343466,254.0
Washington,2024-01-27 08:14:27.928568064,1,0,0,0,0,193000.0,10-19,427,1.120709648819175,519.0
Washington - Guadalupe,2024-01-27 08:14:27.928568064,1,0,0,0,0,180733.33333333334,30-39,225,1.1205065963908376,785.0
Washington Culver,2024-01-27 08:14:27.928568064,1,0,0,0,0,272400.0,20-29,835,1.0022259615003135,269.0
Washington Manor - Bonaire,2024-01-27 08:14:27.928568064,0,0,0,1,0,193915.38461538462,30-39,327,0.9956921796405594,4.0
Washington Square,2024-01-27 08:14:27.928568064,1,0,0,0,0,220400.0,20-29,551,1.0518362399096344,492.0
Waterfront,2024-01-27 08:14:27.928568064,0,0,0,0,1,162500.0,20-29,385,1.018181818181818,275.0
Waverly Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,465500.0,20-29,584,0.9770341207349081,789.0
Wentworth Holland,2024-01-27 08:14:27.928568064,0,0,0,1,0,105150.0,40-49,461,1.099246656123781,1.0
West Alameda,2024-01-27 08:14:27.928568064,0,0,0,1,0,251019.04761904763,40-49,482,0.9991586301052907,7.0
West Anaheim,2024-01-27 08:14:27.928568064,1,0,0,0,0,180950.0,30-39,290,0.984113829064284,488.0
West Atherton,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,40-49,229,1.0087079997741013,760.0
West End,2024-01-27 08:14:27.928568064,0,1,0,0,0,191700.0,0-9,1296,1.3904320987654322,626.0
West End Neighborhood Association,2024-01-27 08:14:27.928568064,1,0,0,0,0,135700.0,50-59,172,0.9518438064949692,867.0
West Garden Grove,2024-01-27 08:14:27.928568064,1,0,0,0,0,232523.07692307694,20-29,563,1.0206583861322438,515.0769230769231
West Gateway,2024-01-27 08:14:27.928568064,0,0,0,0,1,142733.33333333334,30-39,469,1.1716893055400224,275.0
West Grand Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,127500.0,10-19,782,0.989769820971867,531.0
West Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,318271.5714285714,20-29,553,1.0407596133604278,241.28571428571428
West Hollywood West,2024-01-27 08:14:27.928568064,1,0,0,0,0,425425.0,30-39,761,1.0710698811828596,262.0
West Junior College,2024-01-27 08:14:27.928568064,1,0,0,0,0,166250.0,30-39,332,1.024032340208811,867.0
West Los Angeles,2024-01-27 08:14:27.928568064,1,0,0,0,0,387746.60714285716,30-39,695,1.088270878629815,254.0
West Park Community,2024-01-27 08:14:27.928568064,0,1,0,0,0,86940.0,20-29,528,1.0571072827513848,196.0
West Porterville,2024-01-27 08:14:27.928568064,0,1,0,0,0,72100.0,10-19,485,1.0360344623390931,939.0
West Redlands,2024-01-27 08:14:27.928568064,0,1,0,0,0,137500.0,0-9,664,1.1506024096385543,573.0
West San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,344100.0,30-39,481,1.0,785.0
West Saticoy,2024-01-27 08:14:27.928568064,0,0,0,0,1,225950.0,20-29,570,0.9511186770428015,962.0
West Side,2024-01-27 08:14:27.928568064,0,1,0,0,0,84455.55555555556,10-19,420,1.0807227886922686,114.0
West Torrance,2024-01-27 08:14:27.928568064,1,0,0,0,0,366040.0,30-39,482,1.0442181501675036,272.0
West Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,302725.641025641,20-29,704,1.0060975119729867,785.0512820512821
West Village,2024-01-27 08:14:27.928568064,0,0,0,0,1,143500.0,30-39,272,0.9411764705882353,963.0
West of Twin Peaks,2024-01-27 08:14:27.928568064,0,0,0,1,0,422933.6666666667,50-59,364,1.0164911149748286,713.0
West of the Alameda,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,484,1.0351239669421488,760.0
Westborough,2024-01-27 08:14:27.928568064,0,0,0,0,1,308620.0,10-19,822,1.0106056487392583,734.8
Westchester,2024-01-27 08:14:27.928568064,1,0,0,0,0,345690.65625,30-39,403,1.0558374734426945,255.625
Westdale Classics,2024-01-27 08:14:27.928568064,0,1,0,0,0,146200.0,10-19,671,1.0625931445603576,196.0
Western Acres,2024-01-27 08:14:27.928568064,0,1,0,0,0,94400.0,10-19,463,1.1533477321814254,597.0
Western Addition,2024-01-27 08:14:27.928568064,0,0,0,1,0,308330.0,30-39,557,1.0933349726299397,713.0
Western Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,411200.0,30-39,550,1.018181818181818,753.0
Western Malibu,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,20-29,509,1.1355599214145382,358.0
Westlake,2024-01-27 08:14:27.928568064,1,0,0,0,0,221672.72727272726,30-39,637,1.0178194803313756,362.72727272727275
Westmont,2024-01-27 08:14:27.928568064,1,0,0,0,0,299766.6666666667,20-29,319,1.0124545514956473,786.0
Weston Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,125000.0,30-39,38,1.1578947368421053,715.0
Westpark,2024-01-27 08:14:27.928568064,1,0,0,0,0,337340.0,0-9,607,1.0202234640854482,507.0
Westside,2024-01-27 08:14:27.928568064,0,0,0,0,1,172146.66666666666,30-39,324,0.9779634604158686,407.53333333333336
Westside Costa Mesa,2024-01-27 08:14:27.928568064,1,0,0,0,0,224346.15384615384,20-29,526,1.0420899480388806,512.0
Westview,2024-01-27 08:14:27.928568064,0,0,0,0,1,227400.0,30-39,668,0.9970059880239521,750.0
Westwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,440657.8214285714,20-29,667,1.1282875195602315,294.07142857142856
Whisman Station,2024-01-27 08:14:27.928568064,0,0,0,1,0,207500.0,20-29,139,1.0291970802919708,789.0
Whitman - Wocine,2024-01-27 08:14:27.928568064,0,0,0,1,0,161800.0,30-39,740,1.0675675675675675,9.0
Whitney Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,217300.0,0-9,1582,1.038558786346397,532.0
Wilder,2024-01-27 08:14:27.928568064,0,0,0,1,0,399700.0,30-39,617,1.0307941653160453,80.0
Wildwood Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,104500.0,20-29,652,1.1341665233837688,629.0
Wilhaggin East,2024-01-27 08:14:27.928568064,0,1,0,0,0,344000.0,20-29,419,0.9689737470167065,595.0
Willard,2024-01-27 08:14:27.928568064,1,0,0,0,0,247300.0,20-29,959,1.0682932033601364,492.0
Willmore,2024-01-27 08:14:27.928568064,0,0,0,0,1,168766.66666666666,40-49,605,1.1153108815349637,275.0
Willow Creek,2024-01-27 08:14:27.928568064,0,1,0,0,0,178800.0,0-9,1616,1.1837871287128714,595.0
Willow Creek Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,189600.0,0-9,1494,1.038152610441767,604.0
Willow Glen,2024-01-27 08:14:27.928568064,1,0,0,0,0,299368.1818181818,30-39,496,1.0078428914283413,785.0
Willowbank,2024-01-27 08:14:27.928568064,0,1,0,0,0,226500.0,10-19,1115,1.0385650224215246,974.0
Wilmington,2024-01-27 08:14:27.928568064,0,0,0,0,0,169215.625,30-39,378,1.074359828379199,255.28125
Wilshire Center,2024-01-27 08:14:27.928568064,1,0,0,0,0,372655.6666666667,30-39,801,1.0806190077595057,254.0
Wilshire Montana,2024-01-27 08:14:27.928568064,1,0,0,0,0,412700.0,30-39,993,1.0630490174363454,268.0
Wilshire Square,2024-01-27 08:14:27.928568064,1,0,0,0,0,177000.0,40-49,499,0.0,492.0
Wilson,2024-01-27 08:14:27.928568064,0,1,0,0,0,115333.33333333333,30-39,338,1.0856943385431848,740.3333333333334
Windsor Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,210108.33333333334,40-49,346,1.0703973356109437,266.0
Windsor Village,2024-01-27 08:14:27.928568064,1,0,0,0,0,179900.0,20-29,509,1.005893909626719,492.0
Windsor Village North,2024-01-27 08:14:27.928568064,1,0,0,0,0,172850.0,20-29,583,0.961843462181288,492.0
Winnetka,2024-01-27 08:14:27.928568064,1,0,0,0,0,235325.0,20-29,653,1.030422139936411,254.0
Wonder Valley,2024-01-27 08:14:27.928568064,0,1,0,0,0,41000.0,30-39,423,2.971631205673759,654.0
Wood Leaf Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,129600.0,0-9,2832,1.0519067796610169,595.0
Wood Streets,2024-01-27 08:14:27.928568064,0,1,0,0,0,139775.0,30-39,434,1.0892206359817316,551.0
Woodbridge,2024-01-27 08:14:27.928568064,1,0,0,0,0,291957.1785714286,10-19,375,1.03518803675848,507.0
Woodbridge Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,170500.0,10-19,675,1.0577777777777777,603.0
Woodbury,2024-01-27 08:14:27.928568064,1,0,0,0,0,295266.6666666667,20-29,512,1.0427700579998245,260.0
Wooded Area,2024-01-27 08:14:27.928568064,0,0,0,0,1,421100.0,30-39,329,1.0139802877942103,671.0
Woodland,2024-01-27 08:14:27.928568064,0,0,0,1,0,82000.0,20-29,277,1.3355128205128206,1.0
Woodland Acres - The Highlands,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,20-29,272,1.0223913984701978,796.0
Woodland Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,354933.42424242425,20-29,618,1.0473283077996065,254.0
Woodmore Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,137000.0,10-19,564,1.1312056737588652,603.0
Woodside Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,369,0.989159891598916,765.0
Woodside Plaza,2024-01-27 08:14:27.928568064,0,0,0,0,1,346150.0,30-39,820,1.026944806783622,758.0
Wrigley Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,225300.0,30-39,492,1.0735426759620308,275.0
Wyndham,2024-01-27 08:14:27.928568064,0,1,0,0,0,101200.0,20-29,420,0.9714285714285714,815.0
Ygnacio Valley,2024-01-27 08:14:27.928568064,0,0,0,1,0,351600.0,20-29,548,1.0196971311496206,71.0
Zinfandel Woods,2024-01-27 08:14:27.928568064,0,1,0,0,0,95600.0,10-19,480,0.9791666666666666,608.0
